Tdh,chamber,trt,CO2L_mean,DIFFP_mean,CO2FLOW_mean,CO2CChamb_mean,DPCChamb_mean,TAIR_mean,AddTime_mean,LCO2slope_mean,CONDH2O_mean,TBox_mean,DoorCnt_mean,CO2C_mean,ROTR_RH_mean,AIRPRESS_mean,DewPntC_mean,ROTR_TA_mean,PAR_mean,WIND_mean,REFCO2_mean,RAIN_mean,Taref_al_mean,RHref_al_mean,Tchilled_SP_mean,Tchilled_mean,DPref_al_mean,Tair_SP_mean,RH_al_mean,DP_al_mean,Tsub_al_mean,RH_SP_mean,Tair_al_mean,kfactor_mean,ChVolume_mean,HWTC_mean,prevDateTime_mean,prevHWTC_mean,prevCWTC_mean,tcycle_mean,fCO2_mean,Href_mean,ICO2_mean,Dref_mean,Ain_mean,Aout_mean,v_mean,F_mean,deltaS_mean,Fwat_mean,Vwat_mean,deltaH2O_mean,FluxH2O_mean,FluxCO2_mean,d18O.corrected_WV,d18O.corrected_WV(AMB),d18O.corrected_Cond,leaftemp,Camp
25/10/2016 5:00,C06,elevated ,531.05,103.15,0,526.375,7.25,6.35,0,1.06927675,0.000864198,14.1,0,498.5,156.365,101.93,6.65,6.255,48.5,0,499.65,0,5.947771013,95.79488373,1.149169669,1.025000036,4.898364007,8.937970877,86.01872063,6.953228295,8.874341011,95.75426579,9.003580213,0.82,52800,987.3706127,,973.0256571,536.075,900,0,892.4250563,0,1.268988602,7.975224411,7.98272549,0.187589708,0.177896646,-0.025404762,0.003117156,0.003452026,0.00036862,0.001567687,0.0157117,-10.52011987,-11.19898013,0.575671429,8.819666667,1
25/10/2016 6:00,C06,elevated ,484.55,102.675,505.3775024,482.925,11.05,9.3,282.098391,1.07063575,0.002345679,16.175,0,480.6,156.14,101.985,8,8.95,109.95,0,482.625,0,8.68373853,95.59338284,4.104330003,4.362500191,8.102374136,11.66665983,87.31124783,10.71666384,11.7042309,95.67505169,12.47598982,0.82,52800,1274.805085,,1137.286084,489.95,900,8.422958374,1075.603923,0.118446137,1.256507104,7.922978342,7.938649681,0.171151121,0.170711223,-0.01839881,0.003729904,0.004429518,0.003531292,0.006576585,0.136405049,-8.895589404,-11.22132252,,12.88383333,1
25/10/2016 7:00,C06,elevated ,457.725,103.4,498.6850052,455,13.7,12.95,583.9079647,1.07389625,0.022530864,24.125,0,449.775,111.13,102,9.375,12.855,638.55,0.235,452.675,0,12.47187865,85.46387768,6.191248119,6.287500024,10.23404479,15.45372486,86.84495449,13.45016348,15.56076837,85.58067703,15.43370724,0.82,52800,1520.201281,,1546.488873,464.125,900,8.311416753,1233.947642,0.240697448,1.239276562,7.900852554,7.923366627,0.160948678,0.159669292,-0.02389881,0.004266927,0.005272019,-0.000674985,0.022860972,0.263316871,-9.38596755,-11.29888212,,16.99733333,1
25/10/2016 8:00,C06,elevated ,432.75,103.925,487.8224945,432.425,13.4,16.775,672.2723694,1.07465925,0.025061728,29.65,0,432.425,66.46,102.005,10.1,16.32,1189.1,0.55,433.325,0,15.83652699,71.58781052,6.829843163,6.825000048,10.8284744,18.81888628,73.23557568,14.11032259,18.83687329,71.82838726,18.69143558,0.82,52800,1574.737326,,1535.889124,436.225,900,8.130374908,1285.336426,0.27113402,1.224667953,7.875552702,7.898247537,0.152474172,0.152352059,-0.009952381,0.004430192,0.005443354,0.000997377,0.027072267,0.280964288,-11.05516821,-10.33521391,,20.53266667,1
25/10/2016 9:00,C06,elevated ,425.275,104.525,480.3450012,422.725,14.15,19.65,623.3330221,1.06788875,0.026296296,33.05,0,422.15,50.49,101.925,9.975,19.41,1510,0.645,423.325,0,19.13497281,59.81476116,7.193833888,7.5,11.21212804,22.11124492,62.54890823,14.87906837,22.29845929,59.93556499,22.12146401,0.82,52800,1663.608687,,1659.611647,424.5,900,8.00575002,1321.31775,0.247577168,1.2097178,7.850998262,7.877799739,0.148667417,0.148372845,-0.00464881,0.004543686,0.00574018,0.000102469,0.02759526,0.251931406,-12.47466755,-10.01445232,-2.148734405,23.99516667,1
25/10/2016 10:00,C06,elevated ,410.1,103.8,474.8349991,409.8,14.05,22.275,526.8657227,1.06441125,0.024753086,34.975,0,404.525,36.045,101.845,7.425,21.7,1728.35,0.78,405.1,0,21.61679602,46.05114841,5.564912081,5.362500131,9.568986654,24.60555649,53.7696147,14.90020478,24.47210717,46.09482956,24.53886104,0.82,52800,1655.574606,,1645.456936,412.425,900,7.913916651,1187.446829,0.206845667,1.19917642,7.785714907,7.82208816,0.143103955,0.140805129,-0.006875,0.004052695,0.005676501,0.00026023,0.026637123,0.21142184,-12.73611126,-10.26790397,-3.322360179,26.59166667,1
25/10/2016 11:00,C06,elevated ,408,102.85,470.9349976,407.75,15.95,24.025,477.3604946,1.06547325,0.037654321,36.85,0,401.3,31.045,101.725,7.3,23.58,1825.8,0.94,401.9,0,23.6284163,41.1891098,5.847208619,5.837500155,9.757153273,26.62800002,53.02301788,16.44410574,26.2379396,41.23284912,26.46447563,0.82,52800,1831.346668,,1779.064484,407.475,900,7.848916626,1200.253819,0.185861184,1.189578156,7.719336326,7.768096409,0.141403578,0.138500452,0.000720238,0.004066143,0.006242932,0.001345823,0.041176933,0.18223782,-11.34515232,-11.3568649,-5.513869643,28.59616667,1
25/10/2016 12:00,C06,elevated ,408.225,101.4,466.1625061,408.05,16.275,25.8,457.4694767,1.0632515,0.047777778,39.7,0,400.1,27.05,101.605,6.45,25.285,1781.85,1.11,400.4,0,25.0891037,36.46121883,5.126916111,5.312500179,9.17087543,28.05829906,49.9120574,16.95665717,28.13251066,36.34706974,28.02257776,0.82,52800,1887.897305,,1893.474238,408.05,900,7.769375102,1159.987691,0.176303068,1.182520643,7.640835569,7.696609812,0.140205366,0.136579936,0,0.003894573,0.006384494,-0.000144029,0.050123671,0.172677638,-10.83538808,-11.38480927,,30.50216667,1
25/10/2016 13:00,C06,elevated ,410.175,100.125,463.6774979,409.5,15.75,26.825,429.8328547,1.06071475,0.050432099,41.55,0,400.1,23.94,101.495,6.1,26.4,1610.75,1.24,400.1,0,26.41777301,33.59743023,5.186589479,5.050000191,9.250625253,29.4162662,45.32838535,16.73397279,29.21985793,33.71299839,29.44087839,0.82,52800,1861.357424,,1872.156907,409.5,900,7.727958298,1157.180012,0.164777697,1.176006563,7.571669512,7.625190296,0.139397985,0.135242447,-2.39E-18,0.003853816,0.006243136,-0.000278698,0.052542721,0.160622159,-11.30039868,-11.45661894,,32.0325,1
25/10/2016 14:00,C06,elevated ,405.225,98.975,462.2125015,404.825,15.5,28.275,345.7258679,1.06221125,0.047654321,41.975,1,399.8,23.59,101.395,6.45,27.655,1340.05,1.07,400.1,0,27.47031212,33.075629,5.734051526,5.612500012,9.921107292,30.47280979,41.85841465,16.41803849,30.4299655,33.18733883,30.36344171,0.82,52800,1813.082901,,1822.048999,404.525,900,7.703541692,1211.348687,0.13213228,1.170488163,7.511921504,7.557319944,0.136578217,0.134174658,0.000785714,0.004006371,0.006033087,-0.000231581,0.049449456,0.128943006,-10.54184238,-11.39339603,-6.290560714,33.22,1
24/10/2016 13:00,C07,ambient,411.125,92.475,299.8549957,411.6,11.55,22.725,462.8551764,0.5038792,0.030946354,29.25,0,403.075,31.27,101.675,5.85,22.38,1611.65,1.19,403.35,0,22.48472953,41.18169975,4.776806831,4.825000048,8.67831254,22.50176477,50.263937,11.85552478,24.53089285,41.29000664,22.62025976,0.91,52800,1378.897609,,1394.696891,411.3,900,4.997583262,1120.731878,0.114740431,1.193943142,8.135506112,8.156450377,0.149874922,0.146493946,0.000785714,0.004003387,0.004938399,-0.000407055,0.031474311,0.110573741,-12.37147947,-12.58290861,-4.880135575,24.39716667,1
24/10/2016 14:00,C07,ambient,412.45,91.575,299.9674911,413.3,10.725,23.575,449.6644788,0.5063648,0.029774666,29.375,0,402.8,29.74,101.6,5.55,23.04,1337.3,1.515,402.8,0,22.97528291,38.88006163,4.184195101,4.250000149,8.250050008,22.95634222,47.78582954,11.18640089,25.12336564,38.8269496,22.74986625,0.91,52800,1321.322507,,1323.245662,412.725,900,4.999458186,1089.935413,0.11151199,1.19121922,8.085674468,8.104332214,0.149532165,0.145397753,0.001505952,0.003872246,0.004705181,-4.96E-05,0.030558026,0.105871625,-12.31154834,-13.13103258,,24.4695,1
24/10/2016 15:00,C07,ambient,414.025,90.975,299.4274979,413.6,11.45,23.125,422.8628111,0.5067551,0.031497737,29.525,0,403.35,28.105,101.585,5.125,22.87,973.95,1.73,403.625,0,22.74821568,38.15357971,3.822801173,3.700000018,7.735804141,22.75755,50.0953517,11.85570645,23.83019304,38.250247,22.69377899,0.91,52800,1380.278672,,1354.324751,413.6,900,4.990458298,1055.089355,0.104675989,1.192111199,8.061118219,8.087279231,0.149325769,0.145252928,0,0.003737694,0.004905596,0.00066912,0.033334759,0.100603148,-11.43804238,-13.27287285,-4.621423333,24.06016667,1
24/10/2016 16:00,C07,ambient,416.9,90.575,301.7799988,416.85,12.75,21.425,311.2513367,0.505178175,0.028120518,27.925,0,405.125,32.975,101.595,5.275,21.215,546.3,2.93,404.5,0,21.16798019,42.05367613,3.749131203,3.675000072,7.702855885,21.19567704,58.89774561,12.78276539,21.55408597,42.08657837,21.06893826,0.91,52800,1467.382021,,1462.823417,415.375,900,5.029666646,1053.29941,0.07759528,1.198654246,8.065338532,8.098691118,0.150712092,0.145644416,0.003863095,0.003732974,0.005221929,0.000117588,0.029727061,0.068664509,-11.12001722,-13.27180781,-4.503614286,21.69066667,1
24/10/2016 17:00,C07,ambient,418.675,89.75,306.6949997,419.2,11.3,18.475,60.04444528,0.504446975,0.010338426,24.4,0,408.35,44.315,101.705,6.325,18.24,88.65,2.49,408.05,0,18.09180737,52.75844908,4.312505662,4.337500036,8.304950476,18.10120702,64.61748791,11.23230541,18.16899419,52.74588823,17.89358425,0.91,52800,1324.192602,,1371.716148,418.9,900,5.111583328,1092.740186,0.015223944,1.212454483,8.075752289,8.094376989,0.151480415,0.147112041,0.000785714,0.003873539,0.004704999,-0.001223765,0.00994612,0.010069855,-11.64279603,-13.35058265,-5.015694159,18.021,1
24/10/2016 18:00,C07,ambient,422.85,88.375,138.0625,423.9,9.7,16.2,2.5,0.50582255,0.005996287,21.275,0,412.75,55.67,101.81,7.25,15.98,3.25,1.1,412.15,0,15.72776961,62.33242893,4.572801232,4.537500083,8.584215164,15.74016261,66.67570019,9.643474698,15.7083708,62.31149769,15.70869732,0.91,52800,1189.321045,,1218.067719,422.15,900,2.301041667,1111.927355,0.000610532,1.223558526,8.050790783,8.056988742,0.152469661,0.148130045,0.004583333,0.003925314,0.004202008,-0.000739526,0.005533455,-0.008312416,-12.42355762,-14.09723285,-3.266617699,15.82816667,1
24/10/2016 19:00,C07,ambient,430.525,86.325,74.95999908,431.25,8.975,14.05,4,0.5062224,0.003239373,18.825,0,420.675,69.53,101.92,8.075,13.81,0,0,419.8,0,13.64023435,71.3753643,4.664848387,4.612500072,8.615972042,13.65318155,71.40012455,8.792437077,13.80726457,71.37848854,13.77991962,0.91,52800,1123.082294,,1130.848979,429.475,900,1.249333318,1112.976757,0.000991534,1.233803771,7.990137296,7.990938807,0.153844656,0.149745674,0.00464881,0.003895174,0.003930955,-0.000199577,0.003075578,-0.007756258,-11.65520397,-14.10561589,-2.464017857,14.00116667,1
24/10/2016 20:00,C07,ambient,437.25,85.875,77.80000305,437.7,8.525,12.15,2.5,0.50740855,0.002136608,16.6,0,423.325,87.225,101.995,8.275,11.96,0,0,423.325,0,11.80862141,78.99289894,4.37785399,4.325000167,8.377668619,11.8322835,77.6460619,8.219312668,12.20988154,78.99289894,11.86904669,0.91,52800,1078.928994,,1092.967636,436.825,900,1.296666718,1092.96746,0.000643188,1.24274353,7.997485665,7.996373828,0.156250479,0.151140103,0.002291667,0.003825913,0.003776277,-0.000360493,0.001726479,-0.006758855,-11.30280795,-13.39336556,-2.582684956,12.096,1
24/10/2016 21:00,C07,ambient,442.225,85.15,152.3524933,442.4,8.35,10.975,6.55800283,0.507270075,0.001791994,14.925,0,428.625,155.88,102,8.325,10.745,0,0,429.5,0,10.5767591,84.77045918,4.235702097,4.06250006,8.238651514,10.57196915,83.02992344,7.892627776,11.1240598,84.78639507,10.56675744,0.91,52800,1058.090173,,1056.9919,441.225,900,2.539208221,1081.187034,0.001690668,1.248256328,7.980954347,7.979126895,0.157587623,0.153029511,0.003077381,0.003776695,0.003695112,2.82E-05,0.001738611,-0.005944824,-11.05282252,-12.38117219,-2.155721062,10.81833333,1
24/10/2016 22:00,C07,ambient,448.925,84.375,231.4150009,450.025,8.9,11.075,12.5,0.506942325,0.001585225,13.825,0,442.975,155.995,102,8.2,10.84,0,0,441.25,0,10.58961761,85.26244068,4.344448507,4.049999952,8.34486258,10.58619332,85.70323372,8.439063311,10.97305202,85.29468918,10.59124923,0.91,52800,1094.119458,,1084.188047,446.5,900,3.856916682,1088.35104,0.003262868,1.248165804,7.944485833,7.944939798,0.159616329,0.156494707,0.009232143,0.003784304,0.00380457,0.000255008,0.0018605,-0.009090897,-10.86042119,-11.94707285,-4.099211036,10.755,1
24/10/2016 23:00,C07,ambient,458.825,84.35,147.8600006,461.475,8.475,10.05,21.97797388,0.50709685,0.001033843,13.3,0,453.85,156.09,102,8.425,9.835,0,0,452.075,0,9.681787014,89.12627983,4.091843486,4.024999976,8.093520224,9.690117359,87.69953442,7.950739622,10.28432631,89.06172657,9.743369102,0.91,52800,1058.134051,,1079.252842,457.375,900,2.464333344,1070.425719,0.005811129,1.252262063,7.955801134,7.954830934,0.163884444,0.160568406,0.010738095,0.003727207,0.003683894,-0.000542266,0.000448264,-0.008243004,-11.12659205,-11.96623444,,10.03933333,1
25/10/2016 0:00,C07,ambient,480.35,84.275,233.734993,479.125,7.825,9.175,13.20375663,0.5058771,0.00096492,12.55,0,475,156.145,101.95,8.275,9.065,0,0,467.35,0,8.911572218,91.15150452,3.632305026,3.75,7.627156138,8.931565046,88.17196083,7.19889003,9.619609952,91.09403229,9.011850953,0.91,52800,1012.549515,,1020.70231,476.475,900,3.895583216,1039.94506,0.003503316,1.255206862,7.960718697,7.958559789,0.170231198,0.166093437,0.006940476,0.003625,0.00352862,-0.000209581,0.000658959,-0.007574922,-11.18601457,-11.54712318,-4.539933333,9.3095,1
25/10/2016 1:00,C07,ambient,508.7,84.85,164.1549988,510.2,6.85,8.375,53.80322778,0.503940875,0.001033843,11.8,0,498.8,156.23,101.9,8.05,8.235,0,0,499.35,0,7.991327286,93.46049213,3.019313753,3.350000083,7.008977771,8.004140139,88.86756802,6.074337244,8.770245075,93.42701149,7.906737804,0.91,52800,946.8334273,,960.1329089,503.45,900,2.735916646,1001.538637,0.014691384,1.258875047,7.998364244,7.994030055,0.182078275,0.178303523,0.017678571,0.00350951,0.003316019,-0.000341825,0.000498527,-0.006761939,-11.60429113,-11.10264503,,8.229466667,1
25/10/2016 2:00,C07,ambient,519.65,84.625,315.7750092,524.625,6.125,7.5,31.18000299,0.50889915,0.00144738,11.025,0,514.025,156.295,101.905,7.9,7.36,0,0,513.75,0,7.193438232,94.22252369,2.212835088,2.31250006,6.211272776,7.197812915,88.64610481,5.248519719,8.030416965,94.22693729,7.250619352,0.91,52800,903.1061059,,912.2340287,519.925,900,5.262916819,956.2019222,0.008189631,1.262735168,7.998638658,7.994434152,0.187235644,0.183451452,0.012309524,0.003350581,0.00316288,-0.000234589,0.00102509,-0.007904084,-11.41484053,-10.79419669,,7.58065,1
25/10/2016 3:00,C07,ambient,532.95,84.8,317.3049927,535.175,5.625,7.175,19.69274962,0.51371435,0.001378457,10.35,0,522.575,156.335,101.9,7.225,7.075,0,0,523.75,0,6.872996747,94.55639839,1.907870844,1.775000066,5.886761189,6.883142948,88.58945656,4.580736637,7.749257684,94.57718945,6.783475757,0.91,52800,874.1007856,,883.2541617,532.825,900,5.288416545,938.7557386,0.005313948,1.264200799,8.011030222,8.005903005,0.191275219,0.187311222,0.006154762,0.003294718,0.003065825,-0.000235261,0.000914302,-0.00480481,-11.40417921,-10.6701404,,7.063733333,1
25/10/2016 4:00,C07,ambient,534.975,84.725,78.42500305,536.675,4.775,6.35,4,0.51571695,0.001309534,9.7,0,516.675,156.375,101.9,6.925,6.19,0,0,517,0,6.03068316,95.04005432,1.084119305,1.187500022,4.877918303,6.031311154,88.14665794,3.372865885,6.817481101,95.04662514,6.052243531,0.91,52800,827.2261408,,842.3708668,536.975,900,1.307083384,890.3742645,0.001037368,1.268245742,8.018842535,8.013832057,0.192000974,0.185078822,-0.000785714,0.003127949,0.002904267,-0.000389252,0.0006966,-0.00509907,-11.44232848,-10.63781391,,6.376683333,1
25/10/2016 5:00,C07,ambient,528.35,84.55,83.25,524.6,4.475,6.35,0.5,0.515591025,0.001516302,9.125,0,498.5,156.365,101.93,6.65,6.255,48.5,0,499.65,0,5.954748213,95.80846882,1.172887623,1.037500039,4.916329622,5.962931991,86.93972874,3.077287078,6.938375711,95.84518528,6.061472058,0.91,52800,816.3068574,,804.8022522,531.35,900,1.3875,893.0166291,0.000137649,1.268954363,8.012861745,8.006782768,0.187515581,0.178733046,-0.017678571,0.003133983,0.0028626,0.000295655,0.001540574,0.009033685,-10.84686238,-11.19898013,-1.941359292,6.38095,1
25/10/2016 6:00,C07,ambient,488.025,83.575,248.6999969,484.975,8.725,9.325,196.7883921,0.513230675,0.006409824,10.175,0,480.6,156.14,101.985,8,8.95,109.95,0,482.625,0,8.760424078,95.48032379,4.159649134,4.450000107,8.1668244,8.729579031,90.7716608,7.946147084,9.682242274,95.55928421,9.28759563,0.91,52800,1063.377187,,992.0399086,493.2,900,4.144999949,1079.919195,0.053937821,1.256145595,7.931697624,7.93040036,0.171702462,0.170899833,-0.021541667,0.003748844,0.00369093,0.001832174,0.008184084,0.07467686,-9.836253642,-11.22132252,,10.56043333,1
25/10/2016 7:00,C07,ambient,465.475,85.95,324.7599945,458.55,10.95,13.125,338.0469224,0.502009925,0.0087532,15.175,0,449.775,111.13,102,9.375,12.855,638.55,0.235,452.675,0,12.5367837,85.32044601,6.24349618,6.337500155,10.28038883,12.51720738,87.89259243,10.36664987,13.5360688,85.46163559,12.19094992,0.91,52800,1246.784943,,1225.017113,465.3,900,5.412666575,1236.932388,0.090669505,1.23898133,7.992842517,7.993620845,0.163625872,0.161505061,-0.017678571,0.004327294,0.004362041,0.000558931,0.009346878,0.106227265,-10.19054702,-11.29888212,,14.49616667,1
25/10/2016 8:00,C07,ambient,442.35,90.375,314.125,440.925,11.2,16.825,442.8801222,0.4991443,0.00971812,22.175,0,432.425,66.46,102.005,10.1,16.32,1189.1,0.55,433.325,0,15.91849923,71.38300037,6.835009754,6.787500083,10.84355962,15.89830387,73.04004288,11.19500029,16.94980574,71.510746,15.90610719,0.91,52800,1317.066752,,1284.00863,444.45,900,5.235416667,1288.31861,0.114957486,1.22430699,8.148943122,8.15126701,0.160446678,0.157634738,-0.009232143,0.004594836,0.004698581,0.000848693,0.010670558,0.121377689,-11.6485457,-10.33521391,,18.1055,1
25/10/2016 9:00,C07,ambient,433.95,93.175,305.0599976,433.025,11.475,19.8,458.0637407,0.4989966,0.011716882,27.4,0,422.15,50.49,101.925,9.975,19.41,1510,0.645,423.325,0,19.17309141,59.58839607,7.196350276,7.525000095,11.18776584,19.15269375,61.17939663,11.60543478,20.52321935,59.74115229,19.19120789,0.91,52800,1357.968076,,1360.357033,435.075,900,5.084333293,1319.138782,0.115540011,1.209569778,8.225432191,8.228612072,0.159069652,0.155445671,-0.005369048,0.004752254,0.004894213,-6.15E-05,0.011797347,0.117285078,-12.7984649,-10.01445232,-2.73940885,21.28783333,1
25/10/2016 10:00,C07,ambient,416.975,93.85,300.1675034,417.75,10.6,22.35,412.8997874,0.500543375,0.014473796,31.05,0,404.525,36.045,101.845,7.425,21.7,1728.35,0.78,405.1,0,21.64271283,45.96860075,5.573717654,5.387500048,9.557433605,21.62606168,50.51830244,10.97408128,23.91326928,45.97929096,21.5958128,0.91,52800,1302.103447,,1302.841515,420.975,900,5.002791723,1187.42518,0.102443332,1.199071347,8.21533817,8.224706779,0.153387867,0.148573961,-0.008446429,0.004276059,0.004694301,-1.87E-05,0.014873293,0.106075853,-13.18744503,-10.26790397,-0.43649469,23.47016667,1
25/10/2016 11:00,C07,ambient,412.675,93.55,296.4424973,413.925,12.45,24,410.438746,0.50721625,0.024398685,33,0,401.3,31.045,101.725,7.3,23.58,1825.8,0.94,401.9,0,23.64550328,41.03420877,5.793543994,5.825000167,9.707950592,23.63786173,50.16527748,12.6919862,26.14575028,41.08705139,23.60348368,0.91,52800,1461.088692,,1421.575329,415.1,900,4.940708288,1197.058523,0.100587316,1.189523993,8.169811413,8.19131764,0.151366935,0.146582904,-0.003077381,0.004291971,0.005252071,0.001017195,0.026375979,0.098880666,-12.42967417,-11.3568649,-1.834650321,25.36816667,1
25/10/2016 12:00,C07,ambient,409.9,92.65,295.8149948,410.4,13.7,26.025,419.0615973,0.510871375,0.033496499,32.825,0,400.1,27.05,101.605,6.45,25.285,1781.85,1.11,400.4,0,25.14988041,36.35280704,5.174447596,5.250000179,9.279404879,25.12198973,49.512918,13.65648258,27.34187126,36.49662685,24.89677644,0.91,52800,1557.548899,,1553.355186,411,900,4.930249914,1160.651308,0.102482953,1.182277106,8.104551117,8.136703225,0.149076823,0.144868851,-0.001571429,0.004133218,0.00556858,0.000107643,0.035039504,0.099846409,-3.019559868,-11.38480927,,26.669,1
25/10/2016 13:00,C07,ambient,410.05,91.5,295.9299927,411.3,12.875,26.725,403.3738551,0.51365375,0.031290968,32.85,0,400.1,23.94,101.495,6.1,26.4,1610.75,1.24,400.1,0,26.39846992,33.43894291,5.177428126,5.087500155,9.110839009,26.41505289,43.70511341,13.18106544,28.38936353,33.4979682,26.43089819,0.91,52800,1505.876997,,1512.35,411,900,4.932166545,1150.440629,0.09868641,1.176112418,8.032799769,8.061362506,0.148020049,0.143479052,0.000785714,0.004064647,0.005339769,-0.000167017,0.032399074,0.093359698,-11.46676954,-11.45661894,,27.98033333,1
25/10/2016 14:00,C07,ambient,404.975,90.725,295.2000046,406.575,12.625,28.125,340.8898857,0.517301475,0.029361129,33.3,0.5,399.8,23.59,101.395,6.45,27.655,1340.05,1.07,400.1,0,27.47780514,32.85191202,5.738130867,5.612500072,9.832986236,27.46490049,40.42906523,12.89714432,29.33812189,33.03050065,27.44374585,0.91,52800,1478.716705,,1480.452864,406.575,900,4.920000076,1203.83446,0.083218793,1.170491985,7.981202637,8.003163425,0.145261852,0.142556759,1.53E-17,0.00423031,0.005210702,-4.48E-05,0.030296739,0.0805137,-11.10904106,-11.39339603,-4.53380885,28.7,1
24/10/2016 13:00,C08,elevated ,406.675,106.775,468.0100021,406.3,15.1,22.625,524.4727745,0.51961855,0.04908611,30,0,403.075,31.27,101.675,5.85,22.38,1611.65,1.19,403.35,0,22.42551446,41.04839897,4.692246318,4.775000155,8.570605397,25.453197,54.93996668,16.03845644,25.96830797,41.09942818,25.59166789,0.79,52800,1801.571897,,1832.243816,406.6,900,7.800166702,1112.988502,0.202924579,1.194216741,7.589797679,7.642128022,0.13861662,0.136667476,-0.000785714,0.003709055,0.006045231,-0.000790134,0.050632152,0.201761148,-11.48713642,-12.58290861,-6.129032143,25.97433333,1
24/10/2016 14:00,C08,elevated ,406.975,105.475,467.9499969,409.5,14.075,23.675,507.8302021,0.52430255,0.050283333,29.875,0,402.8,29.74,101.6,5.55,23.04,1337.3,1.515,402.8,0,23.03483248,39.06382465,4.231011331,4.212500066,8.386453986,26.01464295,51.72291327,15.18969321,26.66693091,38.99509144,25.77991176,0.79,52800,1715.409842,,1733.167523,408.625,900,7.799166616,1098.912895,0.196462019,1.190939238,7.532720164,7.579209746,0.13855767,0.13545445,0.002291667,0.00363724,0.005712667,-0.000457758,0.051901002,0.191067133,-11.98199073,-13.13103258,,26.65816667,1
24/10/2016 15:00,C08,elevated ,408.75,104.725,468.0100021,409.225,13.5,23.125,487.6689267,0.525398575,0.047489814,30.2,0,403.35,28.105,101.585,5.125,22.87,973.95,1.73,403.625,0,22.74484444,37.85406399,3.755580902,3.650000066,7.601784647,25.75110912,50.25942087,14.67826378,25.96365786,37.96966076,25.68315482,0.79,52800,1657.159891,,1668.784544,408.625,900,7.800166702,1046.643063,0.188684564,1.192162572,7.508286728,7.554159741,0.138005856,0.135291523,0.001571429,0.003453498,0.0055014,-0.00029969,0.049238026,0.184398803,-11.61820662,-13.27287285,-5.417845357,26.53516667,1
24/10/2016 16:00,C08,elevated ,416.325,104.275,467.1999969,420.125,12.875,21.4,368.3720191,0.52982225,0.034785956,28.85,0,405.125,32.975,101.595,5.275,21.215,546.3,2.93,404.5,0,21.11313391,42.13351202,3.739456475,3.675000072,7.689898431,24.13350224,55.76266336,14.42431259,24.13232327,42.05200338,23.55970287,0.79,52800,1616.744972,,1650.33454,415.425,900,7.786666616,1051.958932,0.142364833,1.19888411,7.513357048,7.555798059,0.141714967,0.135676663,0.012309524,0.003473084,0.005367772,-0.000865876,0.035814769,0.124017005,-11.42585298,-13.27180781,-4.773225,23.898,1
24/10/2016 17:00,C08,elevated ,419.3,104.275,233.2450027,421.275,10.95,18.45,22.87500173,0.5397751,0.0161625,24.3,0,408.35,44.315,101.705,6.325,18.24,88.65,2.49,408.05,0,18.05381727,52.82846355,4.301345587,4.350000143,8.306741714,21.0714097,56.75455475,12.41288042,21.10892892,52.78264523,21.12904978,0.79,52800,1419.878961,,1429.489429,424.225,900,3.887416712,1091.727525,0.008817873,1.212617203,7.557361753,7.582091813,0.142594993,0.137668918,-0.00772619,0.003621554,0.004725574,-0.000247929,0.017018591,0.011617988,-12.00043709,-13.35058265,-5.163143009,20.28583333,1
24/10/2016 18:00,C08,elevated ,428.375,103.8,116.9950027,432.725,11.275,16.15,11.05873978,0.54852625,0.010176389,21.15,0,412.75,55.67,101.81,7.25,15.98,3.25,1.1,412.15,0,15.70754158,62.52968931,4.594597638,4.575000048,8.599981666,18.73139668,64.74100971,12.1436826,18.78366065,62.48914289,18.74423957,0.79,52800,1398.367326,,1415.723213,428.025,900,1.949916712,1114.095852,0.004278496,1.223634548,7.574914428,7.59635947,0.146748435,0.139375706,0.012309524,0.003700519,0.004657887,-0.000446572,0.010687185,-0.015403757,-12.45075762,-14.09723285,-5.244879643,18.28983333,1
24/10/2016 19:00,C08,elevated ,442.35,103.775,0,445.625,10.95,14.05,0,0.555017175,0.005720062,18.75,0,420.675,69.53,101.92,8.075,13.81,0,0,419.8,0,13.60773599,71.384202,4.641757667,4.625,8.603645563,16.60708594,70.60039139,11.52676964,16.58715093,71.35587025,16.69316816,0.79,52800,1339.929415,,1360.221287,442.7,900,0,1110.64844,0,1.233954325,7.605742472,7.62307967,0.151655009,0.142541391,0.007660714,0.003700044,0.004474026,-0.000521493,0.005972551,-0.016774332,-10.95014305,-14.10561589,-3.824607143,16.4235,1
24/10/2016 20:00,C08,elevated ,450.075,103.9,0,452.675,11.15,12.05,0,0.5610729,0.004788889,16.825,0,423.325,87.225,101.995,8.275,11.96,0,0,423.325,0,11.76455426,79.13746738,4.369660735,4.325000167,8.370555878,14.77302659,78.12781906,11.31872332,14.86051154,79.10652733,14.86636126,0.79,52800,1319.653613,,1319.544036,451.5,900,0,1091.789899,0,1.242941346,7.637426978,7.6547137,0.154692201,0.144335388,0.003077381,0.003649699,0.004421427,2.80E-06,0.005563422,-0.013434194,-10.20688808,-13.39336556,-4.103278571,14.65233333,1
